idx,flight_id,start,end,fuel_kg,flight_date,aircraft_type,takeoff,landed,origin_icao,origin_name,destination_icao,destination_name,ICAO_TYPE_CODE,aircraft,mtow,mlw,oew,mfc,vmo,mmo,ceiling,pax_max,pax_low,pax_high,fuselage_length,fuselage_height,fuselage_width,wing_area,wing_span,wing_mac,wing_sweep,wing_t/c,flaps_type,flaps_area,flaps_bf/b,flaps_lambda_f,flaps_cf/c,flaps_Sf/S,cruise_height,cruise_mach,cruise_range,engine_mount,engine_number,engine_default,engine_options_A320-271N,engine_options_A320-272N,engine_options_A320-273N,engine_options_A320-251N,engine_options_A320-252N,engine_options_A320-253N,drag_cd0,drag_k,drag_e,drag_gears,fuel_aircraft,fuel_engine,fuel_fuel_coef,limits_MTOW,limits_MLW,limits_OEW,limits_MFC,limits_VMO,limits_MMO,limits_ceiling,engine_options_A321-271N,engine_options_A321-272N,engine_options_A321-251N,engine_options_A321-252N,engine_options_A321-253N,engine_options_A318-111,engine_options_A318-112,engine_options_A318-121,engine_options_A318-122,engine_options_A319-111,engine_options_A319-112,engine_options_A319-113,engine_options_A319-114,engine_options_A319-115,engine_options_A319-131,engine_options_A319-132,engine_options_A319-133,engine_options_A320-111,engine_options_A320-211,engine_options_A320-212,engine_options_A320-214,engine_options_A320-215,engine_options_A320-216,engine_options_A320-231,engine_options_A320-232,engine_options_A320-233,engine_options_A321-111,engine_options_A321-112,engine_options_A321-131,engine_options_A321-211,engine_options_A321-212,engine_options_A321-213,engine_options_A321-231,engine_options_A321-232,engine_options_A330-201,engine_options_A330-202,engine_options_A330-203,engine_options_A330-223,engine_options_A330-223F,engine_options_A330-243,engine_options_A330-301,engine_options_A330-302,engine_options_A330-303,engine_options_A330-321,engine_options_A330-322,engine_options_A330-323,engine_options_A330-341,engine_options_A330-342,engine_options_A330-343,engine_options_A350-941,engine_options_A380-841,engine_options_A380-842,engine_options_A380-861,engine_options,clean_cd0,clean_k,clean_e,clean_gears,eng_turbofan,segment_duration_s,segment_distance_km,mean_dist_to_origin_km,mean_dist_to_dest_km,takeoff_fraction,climb_fraction,cruise_fraction,descent_fraction,approach_fraction,dominant_phase
85014,prc787246355,2025-06-17 21:16:27.501,2025-06-17 21:31:36.044,2099.9999999999945,2025-06-17,B77W,2025-06-17 18:45:46,2025-06-18 04:54:40,KJFK,New York John F. Kennedy International Airport,HECA,Cairo International Airport,B77W,Boeing 777-300ER,351500.0,251300.0,167800.0,181300.0,330.0,0.89,13100.0,550.0,365.0,451.0,73.86,6.2,6.2,436.8,64.8,8.75,31.6,0.0948,double-slotted,67.13,0.758,0.9,0.156,0.154,11000.0,0.84,14700.0,wing,2.0,GE90-115B,,,,,,,0.024,0.043,0.765,0.016,,,3.514577204066723,351500.0,251300.0,167800.0,181300.0,330.0,0.89,13100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""GE90-115B""]",0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,908.543,,,,0.0,0.0,1.0,0.0,0.0,Cruise
102875,prc792741121,2025-07-09 13:03:27.772,2025-07-09 13:31:09.239,1360.0,2025-07-09,A320,2025-07-09 12:04:09,2025-07-09 16:16:30,KJFK,New York John F. Kennedy International Airport,MSLP,San Salvador International Airport,A320,Airbus A320,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,180.0,140.0,170.0,37.57,4.14,3.95,124.0,35.8,4.1935,25.0,0.1088799999999998,single-slotted,21.1,0.78,0.9,0.176,0.17,11000.0,0.78,5000.0,wing,2.0,CFM56-5B4,,,,,,,0.018,0.039,0.799,0.017,,CFM56-5B4/P,2.65942225,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,,,,,,,,,,,,,,,,,,CFM56-5-A1,CFM56-5-A1,CFM56-5A3,CFM56-5B4,CFM56-5B5,CFM56-5B6,V2500-A1,V2527-A5,V2527E-A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,1661.467,428.7992331152499,921.3016191201722,2454.4874841891983,0.0,0.0,1.0,0.0,0.0,Cruise
131296,prc801831761,2025-08-13 13:14:28.649,2025-08-13 13:23:04.002,272.1552,2025-08-13,A320,2025-08-13 13:22:46,2025-08-13 16:47:31,KPHL,Philadelphia International Airport,MDPC,Punta Cana International Airport,A320,Airbus A320,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,180.0,140.0,170.0,37.57,4.14,3.95,124.0,35.8,4.1935,25.0,0.1088799999999998,single-slotted,21.1,0.78,0.9,0.176,0.17,11000.0,0.78,5000.0,wing,2.0,CFM56-5B4,,,,,,,0.018,0.039,0.799,0.017,,CFM56-5B4/P,2.65942225,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,,,,,,,,,,,,,,,,,,CFM56-5-A1,CFM56-5-A1,CFM56-5A3,CFM56-5B4,CFM56-5B5,CFM56-5B6,V2500-A1,V2527-A5,V2527E-A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,,,,,,,,,,Unknown
94692,prc790331975,2025-06-29 18:53:49.641,2025-06-29 19:05:44.997,1387.99152,2025-06-29,A359,2025-06-29 16:28:38,2025-06-30 03:16:57,ZSPD,Shanghai Pudong International Airport,NZAA,Auckland Airport,A359,Airbus A350-900,280000.0,205000.0,142400.0,140795.0,340.0,0.89,13100.0,440.0,300.0,350.0,66.8,6.09,5.96,442.0,64.75,6.01357999999999,31.9,0.09672,double-slotted,26.85375000000005,0.7380026646464303,0.9,0.15,0.15,11000.0,0.85,15000.0,wing,2.0,Trent XWB-84,,,,,,,0.022,0.043,0.783,0.013,,,3.086355339673145,280000.0,205000.0,142400.0,140795.0,340.0,0.89,13100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trent XWB-84,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,715.356,186.3114973904494,2004.037227206517,7476.256668402828,0.0,0.0,1.0,0.0,0.0,Cruise
65065,prc782534050,2025-05-30 06:19:11.182,2025-05-30 06:24:10.823,74.389088,2025-05-30,A20N,2025-05-30 05:30:50,2025-05-30 11:40:09,KJFK,New York John F. Kennedy International Airport,SEQM,Quito Mariscal Sucre International Airport,A20N,Airbus A320neo,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,194.0,150.0,180.0,37.57,4.14,3.95,124.0,35.8,4.29,25.0,0.1091999999999997,single-slotted,21.1,0.78,0.9,0.176,0.17,11000.0,0.78,6300.0,wing,2.0,PW1127G-JM,PW1127G-JM,PW1124G1-JM,PW1129G-JM,LEAP-1A26,LEAP-1A24,LEAP-1A29,0.017,0.038,0.807,0.017,Airbus A320,CFM56-5B4/P,2.65942225,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,299.641,60.48821084338851,552.6662148478886,4055.003231251958,0.0,0.0,1.0,0.0,0.0,Cruise
98359,prc791695041,2025-07-05 04:45:17.400,2025-07-05 04:47:57.554,40.82328,2025-07-05,A20N,2025-07-05 03:50:59,2025-07-05 09:42:50,CYUL,Montreal Pierre Elliott Trudeau Airport,SKBO,Bogota El Dorado International Airport,A20N,Airbus A320neo,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,194.0,150.0,180.0,37.57,4.14,3.95,124.0,35.8,4.29,25.0,0.1091999999999997,single-slotted,21.1,0.78,0.9,0.176,0.17,11000.0,0.78,6300.0,wing,2.0,PW1127G-JM,PW1127G-JM,PW1124G1-JM,PW1129G-JM,LEAP-1A26,LEAP-1A24,LEAP-1A29,0.017,0.038,0.807,0.017,Airbus A320,CFM56-5B4/P,2.65942225,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,160.154,43.97198530621618,763.7772128440421,3855.53645077207,0.0,0.0,1.0,0.0,0.0,Cruise
101523,prc792368127,2025-07-08 01:49:45.712,2025-07-08 02:00:57.803,1800.0,2025-07-08,A306,2025-07-08 00:30:31,2025-07-08 02:42:58,KLBB,Lubbock Preston Smith International Airport,KSNA,Santa Ana John Wayne Airport,A306,Airbus A300-600,178989.0,142716.5,85905.0,85021.15,343.6,0.8460999999999974,12668.0,319.66,210.83,262.68,50.844449999999945,4.9587499999999975,4.790200000000012,250.63200000000003,46.29565000000003,5.879014999999994,27.46450000000001,0.1019999999999999,,38.19020000000011,0.7626415681210497,0.8999999999998672,0.1700449999999994,0.1632550000000003,11000.0,0.7996750000000006,7660.0,,2.04,,,,,,,,0.0198549999999999,0.0402299999999999,0.786025,0.01640836972163,,,4.7071649112787375,178989.0,142716.5,85905.0,85021.15,343.6,0.8460999999999974,12668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,0.0,672.091,137.23574231221892,1009.2995460820458,484.99848444896446,0.0,0.0,1.0,0.0,0.0,Cruise
78852,prc785534068,2025-06-11 13:21:16.385,2025-06-11 13:25:17.509,352.894576,2025-06-11,A359,2025-06-11 03:34:30,2025-06-11 17:02:40,ZSWZ,Wenzhou Longwan International Airport,LEMD,Madrid Barajas Airport,A359,Airbus A350-900,280000.0,205000.0,142400.0,140795.0,340.0,0.89,13100.0,440.0,300.0,350.0,66.8,6.09,5.96,442.0,64.75,6.01357999999999,31.9,0.09672,double-slotted,26.85375000000005,0.7380026646464303,0.9,0.15,0.15,11000.0,0.85,15000.0,wing,2.0,Trent XWB-84,,,,,,,0.022,0.043,0.783,0.013,,,3.086355339673145,280000.0,205000.0,142400.0,140795.0,340.0,0.89,13100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trent XWB-84,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,241.124,62.99813819358796,8151.278493553385,2429.5463153484825,0.0,0.0,1.0,0.0,0.0,Cruise
117107,prc797061982,2025-07-26 08:38:39.568,2025-07-26 08:43:39.724,45.3592,2025-07-26,A20N,2025-07-26 05:27:16,2025-07-26 09:05:12,MMMM,Morelia International Airport,KORD,Chicago O'Hare International Airport,A20N,Airbus A320neo,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,194.0,150.0,180.0,37.57,4.14,3.95,124.0,35.8,4.29,25.0,0.1091999999999997,single-slotted,21.1,0.78,0.9,0.176,0.17,11000.0,0.78,6300.0,wing,2.0,PW1127G-JM,PW1127G-JM,PW1124G1-JM,PW1129G-JM,LEAP-1A26,LEAP-1A24,LEAP-1A29,0.017,0.038,0.807,0.017,Airbus A320,CFM56-5B4/P,2.65942225,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,300.156,73.89190238096639,2541.2951264632907,216.29262686622738,0.0,0.0,0.03,0.97,0.0,Descent
73941,prc784546739,2025-06-07 06:54:52.850,2025-06-07 06:59:53.923,72.0,2025-06-07,A20N,2025-06-07 01:08:22,2025-06-07 07:11:23,SEGU,Guayaquil International Airport,KJFK,New York John F. Kennedy International Airport,A20N,Airbus A320neo,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,194.0,150.0,180.0,37.57,4.14,3.95,124.0,35.8,4.29,25.0,0.1091999999999997,single-slotted,21.1,0.78,0.9,0.176,0.17,11000.0,0.78,6300.0,wing,2.0,PW1127G-JM,PW1127G-JM,PW1124G1-JM,PW1129G-JM,LEAP-1A26,LEAP-1A24,LEAP-1A29,0.017,0.038,0.807,0.017,Airbus A320,CFM56-5B4/P,2.65942225,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,301.073,47.882089848368544,4753.695003866908,47.61490078080994,0.0,0.0,0.10613598673300166,0.5771144278606966,0.3167495854063018,Descent
50947,prc779321532,2025-05-17 14:35:08.930,2025-05-17 14:39:23.612,499.858384,2025-05-17,B77W,2025-05-17 04:54:18,2025-05-17 17:48:38,ZSPD,Shanghai Pudong International Airport,CYYZ,Toronto Pearson International Airport,B77W,Boeing 777-300ER,351500.0,251300.0,167800.0,181300.0,330.0,0.89,13100.0,550.0,365.0,451.0,73.86,6.2,6.2,436.8,64.8,8.75,31.6,0.0948,double-slotted,67.13,0.758,0.9,0.156,0.154,11000.0,0.84,14700.0,wing,2.0,GE90-115B,,,,,,,0.024,0.043,0.765,0.016,,,3.514577204066723,351500.0,251300.0,167800.0,181300.0,330.0,0.89,13100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""GE90-115B""]",0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,254.682,64.76258869533443,8717.646916301315,2718.6050139080126,0.0,0.0,1.0,0.0,0.0,Cruise
120134,prc798071100,2025-07-30 08:27:29.388,2025-07-30 08:32:29.871,74.389088,2025-07-30,A20N,2025-07-30 06:40:49,2025-07-30 10:27:03,KIAD,Washington Dulles International Airport,MGGT,Guatemala City La Aurora International Airport,A20N,Airbus A320neo,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,194.0,150.0,180.0,37.57,4.14,3.95,124.0,35.8,4.29,25.0,0.1091999999999997,single-slotted,21.1,0.78,0.9,0.176,0.17,11000.0,0.78,6300.0,wing,2.0,PW1127G-JM,PW1127G-JM,PW1124G1-JM,PW1129G-JM,LEAP-1A26,LEAP-1A24,LEAP-1A29,0.017,0.038,0.807,0.017,Airbus A320,CFM56-5B4/P,2.65942225,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,300.483,71.58828296236939,1492.116343221003,1505.6367588492783,0.0,0.16964285714285715,0.8303571428571429,0.0,0.0,Cruise
51328,prc779385728,2025-05-17 17:58:32.194,2025-05-17 18:03:29.537,49.441528,2025-05-17,A20N,2025-05-17 12:27:41,2025-05-17 18:12:35,SKBO,Bogota El Dorado International Airport,SAEZ,Buenos Aires Ministro Pistarini International Airport,A20N,Airbus A320neo,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,194.0,150.0,180.0,37.57,4.14,3.95,124.0,35.8,4.29,25.0,0.1091999999999997,single-slotted,21.1,0.78,0.9,0.176,0.17,11000.0,0.78,6300.0,wing,2.0,PW1127G-JM,PW1127G-JM,PW1124G1-JM,PW1129G-JM,LEAP-1A26,LEAP-1A24,LEAP-1A29,0.017,0.038,0.807,0.017,Airbus A320,CFM56-5B4/P,2.65942225,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,297.343,46.82764657944594,4690.973522802727,38.08356110990284,0.0,0.0,0.2994011976047904,0.44011976047904194,0.26047904191616766,Descent
27176,prc774984609,2025-04-29 18:59:59.350,2025-04-29 19:04:00.851,400.0,2025-04-29,B744,2025-04-29 17:31:00,2025-04-29 20:07:53,KMIA,Miami International Airport,KORD,Chicago O'Hare International Airport,B744,Boeing 747-400,396800.0,260300.0,182400.0,203500.0,365.0,0.92,13700.0,660.0,520.0,570.0,70.66,8.1,6.5,525.6,64.4,9.68,37.5,0.094,triple-slotted,78.7,0.639,0.9,0.198,0.15,11000.0,0.85,13400.0,wing,4.0,CF6-80C2B1F,,,,,,,0.021,0.049,0.816,0.015,,,2.988668165825016,396800.0,260300.0,182400.0,203500.0,365.0,0.92,13700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""PW4062"", ""CF6-80C2B1F"", ""RB211-524G""]",0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,241.501,59.366135366072285,1188.240775963601,745.6122384312496,0.0,0.0,1.0,0.0,0.0,Cruise
7339,prc771931933,2025-04-17 16:06:26.281,2025-04-17 16:21:34.941,1406.1351999999974,2025-04-17,A359,2025-04-17 07:19:22,2025-04-17 20:50:29,KONT,Ontario International Airport,RCTP,Taipei Taoyuan International Airport,A359,Airbus A350-900,280000.0,205000.0,142400.0,140795.0,340.0,0.89,13100.0,440.0,300.0,350.0,66.8,6.09,5.96,442.0,64.75,6.01357999999999,31.9,0.09672,double-slotted,26.85375000000005,0.7380026646464303,0.9,0.15,0.15,11000.0,0.85,15000.0,wing,2.0,Trent XWB-84,,,,,,,0.022,0.043,0.783,0.013,,,3.086355339673145,280000.0,205000.0,142400.0,140795.0,340.0,0.89,13100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trent XWB-84,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,908.66,224.55535836912554,7665.39955504026,3310.595938795721,0.0,0.0,1.0,0.0,0.0,Cruise
120475,prc798145661,2025-07-30 17:57:15.920,2025-07-30 18:01:16.461,400.068144,2025-07-30,B789,2025-07-30 13:08:03,2025-07-30 22:47:41,ZSPD,Shanghai Pudong International Airport,YMML,Melbourne Airport,B789,Boeing 787-9,254000.0,193000.0,128000.0,126400.0,515.0,0.9,13100.0,420.0,260.0,290.0,62.81,5.94,5.77,377.0,60.12,6.27,32.2,0.094,single-slotted,23.054240740740678,0.7597639681818493,0.9,0.15,0.15,11000.0,0.85,14000.0,wing,2.0,Trent 1000-K2,,,,,,,0.022,0.042,0.783,0.014,,,3.0298933656539075,254000.0,193000.0,128000.0,126400.0,515.0,0.9,13100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""GEnx-1B75"", ""GEnx-1B74"", ""Trent 1000-K2"", ""Trent 1000-J2"", ""Trent 1000-A2""]",0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,240.541,59.88704996823933,3717.9456115954986,4383.932380998764,0.0,0.0,1.0,0.0,0.0,Cruise
120383,prc798123121,2025-07-30 19:23:00.128,2025-07-30 19:53:01.633,2766.9112,2025-07-30,A359,2025-07-30 11:50:56,2025-07-31 01:59:07,VVTS,Ho Chi Minh City International Airport,KSFO,San Francisco International Airport,A359,Airbus A350-900,280000.0,205000.0,142400.0,140795.0,340.0,0.89,13100.0,440.0,300.0,350.0,66.8,6.09,5.96,442.0,64.75,6.01357999999999,31.9,0.09672,double-slotted,26.85375000000005,0.7380026646464303,0.9,0.15,0.15,11000.0,0.85,15000.0,wing,2.0,Trent XWB-84,,,,,,,0.022,0.043,0.783,0.013,,,3.086355339673145,280000.0,205000.0,142400.0,140795.0,340.0,0.89,13100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trent XWB-84,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,1801.505,499.9122769325345,6897.136815002985,5765.748776175291,0.0,0.0,1.0,0.0,0.0,Cruise
68547,prc783291944,2025-06-02 07:20:09.447,2025-06-02 07:22:18.278,163.0,2025-06-02,A320,2025-06-02 06:56:01,2025-06-02 12:27:29,KJFK,New York John F. Kennedy International Airport,SKPE,Pereira Matecana International Airport,A320,Airbus A320,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,180.0,140.0,170.0,37.57,4.14,3.95,124.0,35.8,4.1935,25.0,0.1088799999999998,single-slotted,21.1,0.78,0.9,0.176,0.17,11000.0,0.78,5000.0,wing,2.0,CFM56-5B4,,,,,,,0.018,0.039,0.799,0.017,,CFM56-5B4/P,2.65942225,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,,,,,,,,,,,,,,,,,,CFM56-5-A1,CFM56-5-A1,CFM56-5A3,CFM56-5B4,CFM56-5B5,CFM56-5B6,V2500-A1,V2527-A5,V2527E-A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,128.831,28.30342509933489,246.42865555117552,3753.282009622528,0.0,0.749034749034749,0.25096525096525096,0.0,0.0,Climb
1176,prc770966206,2025-04-13 13:16:53.002,2025-04-13 13:20:54.042,386.913976,2025-04-13,A359,2025-04-13 09:31:59,2025-04-13 21:36:36,NZAA,Auckland Airport,ZSPD,Shanghai Pudong International Airport,A359,Airbus A350-900,280000.0,205000.0,142400.0,140795.0,340.0,0.89,13100.0,440.0,300.0,350.0,66.8,6.09,5.96,442.0,64.75,6.01357999999999,31.9,0.09672,double-slotted,26.85375000000005,0.7380026646464303,0.9,0.15,0.15,11000.0,0.85,15000.0,wing,2.0,Trent XWB-84,,,,,,,0.022,0.043,0.783,0.013,,,3.086355339673145,280000.0,205000.0,142400.0,140795.0,340.0,0.89,13100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trent XWB-84,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,241.04,57.65705724086498,2944.4170900522327,6435.735965702379,0.0,0.0,1.0,0.0,0.0,Cruise
108505,prc794351783,2025-07-15 19:19:09.824,2025-07-15 19:23:58.057,200.0,2025-07-15,A320,2025-07-15 18:17:49,2025-07-15 20:59:43,KMCO,Orlando International Airport,MROC,San Jose Juan Santamaria International Airport,A320,Airbus A320,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,180.0,140.0,170.0,37.57,4.14,3.95,124.0,35.8,4.1935,25.0,0.1088799999999998,single-slotted,21.1,0.78,0.9,0.176,0.17,11000.0,0.78,5000.0,wing,2.0,CFM56-5B4,,,,,,,0.018,0.039,0.799,0.017,,CFM56-5B4/P,2.65942225,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,,,,,,,,,,,,,,,,,,CFM56-5-A1,CFM56-5-A1,CFM56-5A3,CFM56-5B4,CFM56-5B5,CFM56-5B6,V2500-A1,V2527-A5,V2527E-A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,288.233,74.48306172221118,833.7306059670909,1239.1982561080506,0.0,0.0,1.0,0.0,0.0,Cruise
130922,prc801718359,2025-08-13 03:20:54.591,2025-08-13 03:25:54.995,45.3592,2025-08-13,A20N,2025-08-13 01:34:39,2025-08-13 05:21:00,KMDW,Chicago Midway International Airport,MMGL,Guadalajara International Airport,A20N,Airbus A320neo,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,194.0,150.0,180.0,37.57,4.14,3.95,124.0,35.8,4.29,25.0,0.1091999999999997,single-slotted,21.1,0.78,0.9,0.176,0.17,11000.0,0.78,6300.0,wing,2.0,PW1127G-JM,PW1127G-JM,PW1124G1-JM,PW1129G-JM,LEAP-1A26,LEAP-1A24,LEAP-1A29,0.017,0.038,0.807,0.017,Airbus A320,CFM56-5B4/P,2.65942225,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,300.404,68.1810664953121,1357.629607783834,1421.728667418267,0.0,0.0,1.0,0.0,0.0,Cruise
38242,prc776890076,2025-05-07 16:32:07.579,2025-05-07 16:37:03.706,181.4368,2025-05-07,B738,2025-05-07 14:22:12,2025-05-07 17:20:36,LTFJ,Istanbul Sabiha Gokcen International Airport,EDDL,Dusseldorf International Airport,B738,Boeing 737-800,79000.0,66300.0,41400.0,26000.0,340.0,0.82,12500.0,189.0,162.0,189.0,39.47,3.73,3.73,124.6,34.32,4.17,25.0,0.1072799999999997,double-slotted,21.330173226772125,0.6,0.9,0.15,0.15,11000.0,0.789,3700.0,wing,2.0,CFM56-7B26,,,,,,,0.019,0.042,0.799,0.017,,CFM56-7B26E,2.68531655,79000.0,66300.0,41400.0,26000.0,340.0,0.82,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""CFM56-7B24"", ""CFM56-7B26"", ""CFM56-7B27""]",0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,296.127,67.51010690961309,1660.2728699428026,420.67706213999804,0.0,0.0,1.0,0.0,0.0,Cruise
117706,prc797434515,2025-07-27 20:00:10.022,2025-07-27 20:05:09.781,90.7184,2025-07-27,A20N,2025-07-27 18:34:05,2025-07-27 21:26:02,KMCO,Orlando International Airport,MROC,San Jose Juan Santamaria International Airport,A20N,Airbus A320neo,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,194.0,150.0,180.0,37.57,4.14,3.95,124.0,35.8,4.29,25.0,0.1091999999999997,single-slotted,21.1,0.78,0.9,0.176,0.17,11000.0,0.78,6300.0,wing,2.0,PW1127G-JM,PW1127G-JM,PW1124G1-JM,PW1129G-JM,LEAP-1A26,LEAP-1A24,LEAP-1A29,0.017,0.038,0.807,0.017,Airbus A320,CFM56-5B4/P,2.65942225,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,299.759,71.69009213876019,1139.4128683840827,932.7602281380832,0.0,0.0,1.0,0.0,0.0,Cruise
72678,prc784325075,2025-06-06 08:16:35.349,2025-06-06 08:21:40.306,100.0,2025-06-06,A20N,2025-06-06 06:19:02,2025-06-06 10:38:53,KJFK,New York John F. Kennedy International Airport,MSLP,San Salvador International Airport,A20N,Airbus A320neo,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,194.0,150.0,180.0,37.57,4.14,3.95,124.0,35.8,4.29,25.0,0.1091999999999997,single-slotted,21.1,0.78,0.9,0.176,0.17,11000.0,0.78,6300.0,wing,2.0,PW1127G-JM,PW1127G-JM,PW1124G1-JM,PW1129G-JM,LEAP-1A26,LEAP-1A24,LEAP-1A29,0.017,0.038,0.807,0.017,Airbus A320,CFM56-5B4/P,2.65942225,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,304.957,,1568.7264384591183,1827.21956913232,0.0,0.0,1.0,0.0,0.0,Cruise
